lambda;Return;Risk;E[x,lambda];Stocks;Investment;Pareto
0.24762376237623762;0.00813696468638516;0.0014134146875489576;-0.005772063813691177;[30 12 24 24 24];[0.36004446049552613, 0.272953365046873, 0.10606122375073088, 0.1385083879645713, 0.12243256274229865];false
0.24762376237623762;0.010865;0.0013487990760000003;-0.007840573119893465;[30 30 30 30 30];[0.1, 0.20707728257009655, 0.2860988300956139, 0.30682388733428956, 0.1];false
0.24762376237623762;0.00846077974552689;0.0013055417074938382;-0.006042406482754133;[30 30 12 24 30];[0.20938783378980952, 0.11620399473193363, 0.3727418839491567, 0.19937365088426517, 0.1022926366448349];false
0.24762376237623762;0.010865;0.001348799076;-0.007840573119893465;[30 30 30 30 30];[0.24292216992476634, 0.15306677029532303, 0.24195540548814104, 0.2620556542917696, 0.1];false
0.24762376237623762;0.008590929463597066;0.0016265081937423419;-0.00606084910904203;[30 12 12 24 24];[0.1927585681807392, 0.1, 0.2072951477268546, 0.18795988732215724, 0.311986396770249];false
0.24762376237623762;0.007877105261812754;0.0014068553128055695;-0.005578176014573108;[30 24 12 24 12];[0.2987984466669092, 0.1, 0.3250929915548513, 0.17610856177823958, 0.1];false
0.24762376237623762;0.009141122355026541;0.0012580897104188986;-0.006566030337632576;[12 30 30 12 30];[0.20963820481003162, 0.21356961432479335, 0.2067340380677106, 0.25006250051622375, 0.11999564228124067];false
0.24762376237623762;0.008756770060005026;0.001258844826036301;-0.00627666581941202;[30 24 12 12 30];[0.2774124424463145, 0.1719189237321678, 0.1, 0.1899235293184126, 0.2607451045031051];false
0.24762376237623762;0.0073602;0.0012577738857275605;-0.005226184882355977;[24 30 30 12 30];[0.1, 0.18317154741754027, 0.36125607314971997, 0.1, 0.2555723794327398];true
0.24762376237623762;0.0075611279149579175;0.0013016090817405393;-0.005366503634884369;[30 30 24 30 30];[0.1935158291039285, 0.24069210405318905, 0.11896744398877795, 0.29013661683931996, 0.15668800601478453];true
0.24762376237623762;0.007992022204703852;0.0014690784119035796;-0.005649228873799378;[24 30 12 24 12];[0.2846186870646159, 0.2834108000799994, 0.16178858629119774, 0.1, 0.17018192656418685];false
0.24762376237623762;0.009971424328927482;0.0013077394386868358;-0.007178435360333085;[24 30 30 30 30];[0.2382868456193379, 0.2480315246014417, 0.1, 0.16739342056813267, 0.24628820921108774];false
0.24762376237623762;0.008954214540897206;0.0012334879536135667;-0.006431497319236667;[30 12 30 12 30];[0.1, 0.278523268443501, 0.27298993435543617, 0.1, 0.24848679720106281];false
0.24762376237623762;0.007628979250483602;0.0013011404815604216;-0.005417669403964581;[30 30 30 30 24];[0.11003358631401754, 0.14083808698562936, 0.32141912359508695, 0.2906480696429726, 0.1370611334622937];false
0.24762376237623762;0.009827790289253622;0.0018519508202635207;-0.006935608852134575;[24 30 24 24 24];[0.2570794170717978, 0.2765892561990341, 0.17373337732935512, 0.19259794939981295, 0.1];false
0.24762376237623762;0.01012460793977633;0.0013001311633856186;-0.007295571058884446;[24 30 30 30 30];[0.19743788272631219, 0.1, 0.16582552130170794, 0.16155751379547278, 0.3751790821765071];false
0.24762376237623762;0.008413977777211111;0.0013821515454976016;-0.005988223377597795;[12 30 12 12 30];[0.21068580380150365, 0.1, 0.21596941192724778, 0.2269507103482855, 0.2463940739229631];false
0.24762376237623762;0.007892249149337144;0.0012997686727680168;-0.005616087112398034;[24 30 30 30 24];[0.10306031968197434, 0.3238519892774649, 0.2918980653497623, 0.17698350554953463, 0.10420612014126386];false
0.24762376237623762;0.0073602;0.0012577738857275605;-0.005226184882355977;[24 30 30 12 30];[0.1, 0.18317154741754027, 0.36125607314971997, 0.1, 0.2555723794327398];false
0.24762376237623762;0.0075611279149579175;0.0013016090817405393;-0.005366503634884369;[30 30 24 30 30];[0.1935158291039285, 0.24069210405318905, 0.11896744398877795, 0.29013661683931996, 0.15668800601478453];false
0.25752475247524753;0.007984563776232162;0.0012079020922168323;-0.005617276278822673;[2 2 3 17 18];[0.29839496008368915, 0.1886761541796682, 0.1, 0.1978218850725809, 0.2151070006640618];false
0.25752475247524753;0.007663106683242209;0.0012833642074122633;-0.005359168981599409;[9 3 18 2 2];[0.1927317861304732, 0.2614326777705499, 0.1, 0.243791130955914, 0.20204440514306288];false
0.26742574257425744;0.008118312266249969;0.0015705366303720035;-0.005527264655381063;[14 9 3 20 3];[0.1, 0.19786212028845165, 0.19637036295869528, 0.24955055318176525, 0.2562169635710878];true
0.26742574257425744;0.008306299978363676;0.0015227008773699413;-0.005677772125756101;[14 17 17 14 9];[0.1743842328651541, 0.1, 0.21773453769950196, 0.26645521755768353, 0.24142601187766038];false
0.26742574257425744;0.007562916153995485;0.001300927076358232;-0.005192496296056337;[7 17 3 8 17];[0.1, 0.3298818174176691, 0.22051003150682863, 0.24960815107550235, 0.1];true
0.26742574257425744;0.008390528746584868;0.0015348031204902956;-0.005736239501736352;[14 14 3 17 14];[0.1, 0.1, 0.24084727149565674, 0.2820488216310213, 0.277103906873322];false
0.26742574257425744;0.008952270749426783;0.0016931647843165495;-0.006105407246789086;[8 7 8 8 3];[0.19026137707581905, 0.24195074636666855, 0.21823440655841908, 0.19893436531522501, 0.15061910468386824];false
0.26742574257425744;0.009085269295283794;0.0015745963985590423;-0.006234546796366021;[7 8 3 3 3];[0.25215054832457484, 0.1, 0.25145777997399255, 0.22519022769329497, 0.1712014440081376];false
0.26742574257425744;0.008599011045888949;0.001831622290858669;-0.005809591180289413;[3 7 8 14 14];[0.11436042450535708, 0.2093696843533732, 0.14264593624117586, 0.2281125738770405, 0.30551138102305325];false
0.26742574257425744;0.008248425252716497;0.0015388352615966563;-0.005631059841908593;[8 14 3 7 3];[0.26126322219215126, 0.1, 0.22711937029813054, 0.18763914271458196, 0.22397826479513627];false
0.26742574257425744;0.009665267829688587;0.0016513119116468198;-0.006638923088961167;[3 14 3 3 3];[0.2578214679241085, 0.20282876928341734, 0.24519205819863302, 0.16650683460098442, 0.1276508699928569];false
0.26742574257425744;0.009900743162630376;0.002150069710460517;-0.006678045581420623;[14 7 14 14 14];[0.1854426997344038, 0.2571351566318996, 0.1, 0.2677245170481089, 0.18969762658558773];false
0.26742574257425744;0.009171517974993788;0.001591652245901929;-0.006293169186217616;[3 14 3 8 3];[0.259951110852293, 0.24312907064900435, 0.16965273532197472, 0.13216365343574718, 0.19510342974098072];false
0.26742574257425744;0.009963942971624637;0.00165223627824794;-0.006857477609851782;[3 3 3 14 3];[0.2588375023920815, 0.1, 0.23039460399468165, 0.24028187423343, 0.1704860193798069];false
0.26742574257425744;0.008545529694635574;0.0015722799896540401;-0.005839766926589412;[14 3 8 8 3];[0.1, 0.20363152074591645, 0.36079208143051356, 0.1, 0.23557639782356998];false
0.26742574257425744;0.008118312266249969;0.0015705366303720035;-0.005527264655381063;[14 9 3 20 3];[0.1, 0.19786212028845165, 0.19637036295869528, 0.24955055318176525, 0.2562169635710878];false
0.26742574257425744;0.007562916153995485;0.001300927076358232;-0.005192496296056337;[7 17 3 8 17];[0.1, 0.3298818174176691, 0.22051003150682863, 0.24960815107550235, 0.1];false
0.27732673267326735;0.009065952368435678;0.0018209701367245786;-0.006046717721212521;[8 20 8 24 8];[0.1, 0.2821013533209832, 0.23614519902858044, 0.1, 0.2817534476504364];false
0.2872277227722772;0.007712776647714271;0.001243605377003114;-0.005140255434476139;[27 30 30 15 27];[0.1820171500214853, 0.31765531720455287, 0.23250778744792922, 0.1, 0.16781974532603267];false
0.2872277227722772;0.008101595515306119;0.0010468628778894987;-0.005473904644151615;[27 15 30 15 30];[0.1, 0.2679568812712011, 0.1, 0.20518188352552638, 0.3268612352032725];false
0.2872277227722772;0.010353190672880718;0.0012884194581284255;-0.0070093975055482895;[30 30 30 27 30];[0.3491955354948179, 0.1473534101763275, 0.22934531199421188, 0.1364824872318084, 0.13762325510283438];false
0.2872277227722772;0.007357338380491077;0.0012457251590493716;-0.004886300031163667;[30 27 15 10 27];[0.27390430861446446, 0.1, 0.22676481526504405, 0.21284085438280348, 0.18649002173768797];true
0.2872277227722772;0.008205200230489365;0.0011232514565647446;-0.005525810295425605;[30 27 15 10 15];[0.24695241062719842, 0.1, 0.22193298445442905, 0.2282890668438765, 0.202825538074496];false
0.2872277227722772;0.009985556941402914;0.0012805828808348282;-0.006749609255827499;[30 27 30 30 30];[0.1, 0.23451814895922277, 0.18984852421797943, 0.24721816976137656, 0.22841515706142126];false
0.2872277227722772;0.007658203509035474;0.0011145061574755599;-0.005138438088981166;[30 15 15 30 27];[0.23584894471258244, 0.1761826020323244, 0.1, 0.2475181795288448, 0.2404502737262484];false
0.2872277227722772;0.008731639590570665;0.0013519598726666054;-0.005835350279397266;[30 10 27 30 10];[0.2749064173901626, 0.2279470420888178, 0.1, 0.20475747342868086, 0.1923890670923388];false
0.2872277227722772;0.008714580871106947;0.0012273921120665898;-0.005858970611286508;[15 27 10 30 30];[0.1, 0.2902717677048141, 0.1, 0.27395447410561935, 0.23577375818956645];false
0.2872277227722772;0.010865;0.0013487990759999998;-0.007356858305002376;[30 30 30 30 30];[0.22282654444244493, 0.17510995744304228, 0.1, 0.2481589920655826, 0.2539045060489302];false
0.2872277227722772;0.008188236801405504;0.0012890493807689763;-0.005466097473238359;[27 27 30 30 30];[0.1, 0.18619648037480147, 0.2631001003390216, 0.2577553036946912, 0.19294811559148572];false
0.2872277227722772;0.009238082693277814;0.0013616683934549857;-0.00619354032668258;[27 30 27 30 30];[0.19867301250031105, 0.2209088635016967, 0.23517160262560538, 0.1, 0.24524652137238692];false
0.2872277227722772;0.008176892663852067;0.0010874126662822241;-0.005515927340810524;[30 15 30 15 15];[0.15357444858441058, 0.2710142175197233, 0.12959692844280754, 0.16900303794822827, 0.27681136750483015];false
0.2872277227722772;0.008518700807858402;0.001049624435083703;-0.005770412537583645;[30 15 27 30 15];[0.1, 0.1, 0.1, 0.29051093346703616, 0.4094890665329639];false
0.2872277227722772;0.007588460986209515;0.0011089067540214412;-0.00509033585606991;[30 15 10 10 30];[0.29881579177676654, 0.2837256758681338, 0.1, 0.1613357276018298, 0.15612280475326992];false
0.2872277227722772;0.007167232365022225;0.0011174974861102567;-0.004787628276097935;[15 10 15 15 30];[0.254355398046166, 0.24752430496969816, 0.19428792432732966, 0.1, 0.20383237265680615];false
0.2872277227722772;0.007291550495758263;0.0011330196758145637;-0.004871780390042147;[15 30 10 15 15];[0.27828936610651545, 0.1695932101422737, 0.24849811984817602, 0.2036193039030349, 0.1];false
0.2872277227722772;0.008371134418246648;0.001379469193341488;-0.0055704907472350455;[30 27 30 15 27];[0.1717176892210905, 0.28609309179141446, 0.1, 0.19416131836423486, 0.24802790062326016];false
0.2872277227722772;0.007357338380491077;0.0012457251590493716;-0.004886300031163667;[30 27 15 10 27];[0.27390430861446446, 0.1, 0.22676481526504405, 0.21284085438280348, 0.18649002173768797];false
0.307029702970297;0.006916126814550531;0.0007757787809917178;-0.004554483324275628;[30 4 11 28 26];[0.1, 0.1698192964336811, 0.1, 0.39632544053549235, 0.23385526303082654];false
0.32683168316831684;0.008450302671985044;0.00184352233702022;-0.005085954518051739;[14 4 14 21 14];[0.2211858857814766, 0.18449167097070135, 0.20223407794747936, 0.26216899647845804, 0.12991936882188465];true
0.32683168316831684;0.009604318141650983;0.002089386169073807;-0.005782445079304197;[21 14 14 14 14];[0.2497388784368103, 0.19573639220681638, 0.1, 0.17374397169042158, 0.2807807576659518];false
0.32683168316831684;0.008985452399274884;0.002001385596190268;-0.005394605644519392;[14 27 21 14 14];[0.26923869789731697, 0.24676855155719193, 0.1, 0.2183450762010135, 0.16564767434447755];false
0.32683168316831684;0.008371354460122707;0.0015397784567135508;-0.005132082206808202;[1 8 21 1 1];[0.1, 0.21405649359760068, 0.22472004863956602, 0.262953034900104, 0.19827042286272928];false
0.32683168316831684;0.008506993234133545;0.0016215587614378658;-0.005196661537363125;[21 27 21 1 21];[0.20697621281447579, 0.162616188380242, 0.25449299695229455, 0.27591460185298766, 0.1];false
0.32683168316831684;0.008065940573308897;0.0015303593718617747;-0.00492956571004074;[21 21 8 1 1];[0.1, 0.24603057588340727, 0.18888836467988906, 0.2745553994650878, 0.19052565997161586];false
0.32683168316831684;0.009239594526108695;0.0017017884663905686;-0.005663603906480965;[1 21 8 21 21];[0.14058780117998027, 0.15244175130755946, 0.16427431771178233, 0.27275373085537846, 0.2699423989452995];false
0.32683168316831684;0.0103602;0.0019107957808799834;-0.0063496497947836805;[21 21 8 21 21];[0.2387444890569284, 0.21140431710427426, 0.1, 0.2486671305841249, 0.20118406325467242];false
0.32683168316831684;0.010865;0.0019995206559999994;-0.006660467060845939;[21 21 21 21 21];[0.1, 0.24118665788630245, 0.20134382716268376, 0.21542827908246015, 0.24204123586855364];false
0.32683168316831684;0.008414055958096571;0.0016109197267878245;-0.005137576281284354;[8 14 1 21 21];[0.1, 0.15374397970863646, 0.19737673182663448, 0.28086600755139834, 0.2680132809133307];false
0.32683168316831684;0.00820297609006822;0.0016364645162507258;-0.004987135155270314;[8 8 1 21 21];[0.16884158825644613, 0.3196232288076539, 0.1525703756622494, 0.20300443893561748, 0.15596036833803292];true
0.32683168316831684;0.008450302671985044;0.00184352233702022;-0.005085954518051739;[14 4 14 21 14];[0.2211858857814766, 0.18449167097070135, 0.20223407794747936, 0.26216899647845804, 0.12991936882188465];false
0.32683168316831684;0.00820297609006822;0.0016364645162507258;-0.004987135155270314;[8 8 1 21 21];[0.16884158825644613, 0.3196232288076539, 0.1525703756622494, 0.20300443893561748, 0.15596036833803292];false
0.33673267326732675;0.008814088366996617;0.0016671565337247512;-0.005284710752407173;[4 14 11 4 4];[0.23801208508648053, 0.1, 0.24482381810741802, 0.20317235393466432, 0.21399174287143705];false
0.33673267326732675;0.007931331158435428;0.0012052266452575154;-0.0048547536247364464;[30 14 4 22 22];[0.28920506608640095, 0.1, 0.24198977812277872, 0.1, 0.26880515579082037];false
0.33673267326732675;0.00907143031204698;0.0012088784446904768;-0.005609714462377268;[22 4 30 22 22];[0.18781097106980219, 0.1966171569904497, 0.21361234119072814, 0.22479415055270496, 0.1771653801963151];false
0.33673267326732675;0.008899485180653359;0.0019334603614243953;-0.005251678468910146;[22 14 25 25 25];[0.23591246519555803, 0.20656765201052418, 0.1, 0.21864411773232756, 0.23887576506159028];false
0.33673267326732675;0.008481049333746651;0.0017082150440945096;-0.005049991101168652;[25 4 11 14 11];[0.1, 0.24389698499633963, 0.1, 0.1, 0.45610301500366035];false
0.33673267326732675;0.00782091400540059;0.0014122953552010364;-0.004711790734568299;[22 11 25 4 4];[0.2840926527775135, 0.24496530932080796, 0.1, 0.1, 0.2709420379016786];true
0.33673267326732675;0.008777843568368788;0.001629131520821293;-0.005273475025959335;[22 22 14 4 14];[0.1, 0.2462289437001978, 0.18750446906721369, 0.1562594874713689, 0.31000709976121965];false
0.33673267326732675;0.009073603235060415;0.0016544532093591272;-0.0054611161095682505;[22 14 22 14 14];[0.18601989703825017, 0.22906635346351148, 0.29168590694563934, 0.1, 0.193227842552599];false
0.33673267326732675;0.008314569502434303;0.0015038889930368772;-0.005008373725889997;[22 11 22 14 25];[0.193492400170883, 0.1, 0.26287752641376483, 0.22751750559177653, 0.21611256782357569];false
0.33673267326732675;0.00811091247661302;0.001493949881740747;-0.004876641498319834;[11 22 22 14 11];[0.2340094019212939, 0.25056059743594955, 0.12004743747796501, 0.18192501354002794, 0.2134575496247636];false
0.33673267326732675;0.007888468237854525;0.0013821113604128477;-0.0047667611869924124;[14 22 11 4 22];[0.2109362553063282, 0.1, 0.16713704151950415, 0.2454484426746815, 0.2764782604994861];false
0.33673267326732675;0.00782091400540059;0.0014122953552010364;-0.004711790734568299;[22 11 25 4 4];[0.2840926527775135, 0.24496530932080796, 0.1, 0.1, 0.2709420379016786];false
0.3466336633663366;0.007166769274179622;0.0011619188578402492;-0.004279765595941843;[24 28 28 11 4];[0.2199819813713388, 0.22597669044532234, 0.1, 0.22058153979537687, 0.233459788387962];true
0.3466336633663366;0.00824937468397805;0.0013813487913246834;-0.004911041724865687;[4 11 28 21 4];[0.22345624676202397, 0.24336209911090378, 0.1, 0.2213422505893621, 0.21183940353771014];false
0.3466336633663366;0.007914595707136929;0.0010078022469579703;-0.004821792218296707;[28 28 11 28 21];[0.18499047380521957, 0.1331220949873377, 0.21876192139227452, 0.13830223974574116, 0.324823270069427];false
0.3466336633663366;0.00892741822015919;0.0013525171342345073;-0.005364046569096583;[11 28 24 24 28];[0.1, 0.17291963384898165, 0.19205561326271517, 0.3398159121130692, 0.195208840775234];false
0.3466336633663366;0.008027599668948261;0.0012955153982539397;-0.004795894139218073;[21 28 24 11 11];[0.11515531522428687, 0.24859679952322833, 0.20218603978144944, 0.15955956836605298, 0.27450227710498226];false
0.3466336633663366;0.0099852;0.0019580968408714618;-0.00584525126337713;[11 11 21 24 11];[0.34575882486508647, 0.1, 0.1, 0.1, 0.3542411751349136];false
0.3466336633663366;0.009224917565881518;0.0016832216242359096;-0.00544378931790121;[11 24 28 24 24];[0.15642909174388528, 0.1, 0.18909950459143993, 0.32305560123077803, 0.23141580243389676];false
0.3466336633663366;0.00866848122816233;0.00178721152951287;-0.005044186144536501;[24 21 11 11 11];[0.275480476630795, 0.2149048868814445, 0.1, 0.22041826120643399, 0.18919637528132655];false
0.3466336633663366;0.008781629497595509;0.0019513742700332367;-0.0050612090826976635;[11 11 24 24 11];[0.17797938702621147, 0.17415015292328373, 0.3127120646601606, 0.1, 0.23515839539034422];false
0.3466336633663366;0.009186894956100599;0.001873922535379198;-0.0053528432692025035;[21 11 24 11 11];[0.1, 0.20695918131920416, 0.25814283753950107, 0.2027888125874251, 0.2321091685538697];false
0.3466336633663366;0.01049;0.0020532097651127586;-0.006142101248746557;[11 11 11 21 11];[0.1924393882170736, 0.24204357047941322, 0.26078818094330675, 0.1, 0.20472886036020643];false
0.3466336633663366;0.009397392854051707;0.0017649047192655177;-0.005528164754627588;[11 21 21 11 11];[0.3300139100675574, 0.19466546582751382, 0.1966964397586976, 0.1, 0.17862418434623117];false
0.3466336633663366;0.008423923188405071;0.0017843585466172506;-0.004885389093918621;[24 11 24 21 21];[0.1, 0.19676303736524914, 0.23740400583899457, 0.2590501382246568, 0.20678281857109956];true
0.3466336633663366;0.008747747300030768;0.001744031566223416;-0.00511094355639157;[11 24 11 11 21];[0.21839352941985757, 0.18864453899795125, 0.18230191368683857, 0.1, 0.3106600178953526];false
0.3466336633663366;0.010865000000000001;0.002213043849;-0.006331709750955546;[11 11 11 11 11];[0.1, 0.20369138495802488, 0.3468637193280836, 0.1, 0.24944489571389156];false
0.3466336633663366;0.010445237025000758;0.002085702674142043;-0.006101591491664229;[11 11 24 11 11];[0.11541294457857051, 0.31712674198317364, 0.11193679333313146, 0.16250090621054825, 0.2930226138945761];false
0.3466336633663366;0.009204676925041224;0.0018049798574085699;-0.0053883592621346175;[11 11 21 11 11];[0.2661605374918174, 0.13316909649294906, 0.3289071067667938, 0.1677198708127105, 0.1040433884357293];false
0.3466336633663366;0.008493702623245072;0.0017731445126381322;-0.004934867789311696;[11 24 21 24 11];[0.2224032165539946, 0.1980228289736664, 0.24835811570992034, 0.1, 0.23121583876241866];false
0.3466336633663366;0.008670970805724761;0.0017451680626160314;-0.005060386431659305;[11 11 21 21 11];[0.1, 0.2215845677111366, 0.19387552766784832, 0.2407578309445209, 0.24378207367649418];false
0.3466336633663366;0.007166769274179622;0.0011619188578402492;-0.004279765595941843;[24 28 28 11 4];[0.2199819813713388, 0.22597669044532234, 0.1, 0.22058153979537687, 0.233459788387962];false
0.3466336633663366;0.008423923188405071;0.0017843585466172506;-0.004885389093918621;[24 11 24 21 21];[0.1, 0.19676303736524914, 0.23740400583899457, 0.2590501382246568, 0.20678281857109956];false
0.3466336633663366;0.008211222442557793;0.0017148643336513205;-0.004770506620428278;[24 21 21 11 11];[0.15600258534609465, 0.223393144301847, 0.18642616282857147, 0.22368767568892345, 0.21049043183456356];false
0.3466336633663366;0.008211222442557793;0.0017148643336513205;-0.004770506620428278;[24 21 21 11 11];[0.15600258534609465, 0.223393144301847, 0.18642616282857147, 0.22368767568892345, 0.21049043183456356];true
0.3565346534653465;0.007846556840955404;0.001284711186435985;-0.0045909433591102165;[23 27 26 28 27];[0.1, 0.25677468272351933, 0.320668214022771, 0.1, 0.2225571032537097];false
0.3565346534653465;0.007646914300670665;0.0011367892063676324;-0.004515219614646417;[28 27 2 23 30];[0.1, 0.3262173185834677, 0.2070112819856233, 0.1, 0.266771399430909];false
0.3565346534653465;0.00849317054508494;0.0013494765912375457;-0.004983925759154517;[27 30 20 2 2];[0.1, 0.1, 0.28520789518919576, 0.26443850213682585, 0.2503536026739784];false
0.3565346534653465;0.00796276190480877;0.0012296258424711367;-0.004685357124813231;[20 30 27 2 30];[0.26489466216379165, 0.2893160225624093, 0.1, 0.24578931527379902, 0.1];false
0.3565346534653465;0.008724679525026396;0.0016472385395102584;-0.005026731312115853;[27 27 30 20 27];[0.1, 0.20644371891489988, 0.22600188943832483, 0.2350037197100519, 0.23255067193672338];false
0.3565346534653465;0.008530577239833425;0.001630335142241474;-0.004907859864798602;[20 27 30 20 20];[0.1, 0.2795050688438599, 0.25480957844732577, 0.1, 0.2656853527088144];false
0.3565346534653465;0.009316535365949348;0.0015083426185992987;-0.005457091244923638;[27 2 2 27 2];[0.28519771033375074, 0.18236235460173308, 0.2734496906074261, 0.12772619207975644, 0.13126405237733363];false
0.3565346534653465;0.009043857736802212;0.0016385406302392128;-0.005235212536830314;[20 27 20 2 20];[0.1, 0.1, 0.3489753964805896, 0.35102460351941045, 0.1];false
0.3565346534653465;0.009272627251683315;0.0018380089308551056;-0.005311300430562439;[20 2 27 20 20];[0.2476925500191862, 0.18308703985537172, 0.1781731656338048, 0.1, 0.2910472444916373];false
0.3565346534653465;0.008891214494096996;0.0014402744207416183;-0.005207680674063941;[20 27 2 2 2];[0.21586578320935906, 0.2306435853541814, 0.2586677862860516, 0.1, 0.19482284515040793];false
0.3565346534653465;0.00978488879287042;0.0019331148813427166;-0.005607014413579182;[27 2 20 27 27];[0.2834747213640141, 0.1, 0.15341632190122106, 0.21969420092303843, 0.2434147558117264];false
0.3565346534653465;0.009234254350327197;0.0020090183308821923;-0.00522563802111581;[20 27 27 27 20];[0.3348655065794141, 0.1, 0.2324359191976928, 0.2326985742228931, 0.1];false
0.3565346534653465;0.01001553296073807;0.0020736269786887397;-0.005705328511047383;[27 27 27 20 27];[0.25901551535300715, 0.1, 0.17262259411527456, 0.22652454380318116, 0.24183734672853713];false
0.3565346534653465;0.008985493713124623;0.0017140291876250294;-0.005170743023461306;[27 27 2 20 27];[0.18187772025856885, 0.2736935523293922, 0.2169739968986339, 0.21114377941868093, 0.11631095109472422];false
0.3565346534653465;0.008658160191404498;0.001652215472221736;-0.004982153977075976;[27 2 20 27 27];[0.14050866495799413, 0.2550730797943956, 0.24512824047823795, 0.12342995706225955, 0.23586005770711285];false
0.3565346534653465;0.00869310480983603;0.0017141770974217303;-0.004982548161515714;[20 20 27 2 27];[0.25071689088135785, 0.24475798117506495, 0.18886568235378007, 0.21565944558979724, 0.1];false
0.3565346534653465;0.009283300814095554;0.002009240345710492;-0.005257118564940944;[27 27 27 20 27];[0.2782135504254813, 0.1, 0.1, 0.4217864495745187, 0.1];false
0.3565346534653465;0.009880396389642046;0.0020527954864256086;-0.0056257999593727764;[27 27 27 20 27];[0.19347892246080167, 0.17695241003997147, 0.26700770473710533, 0.2625609627621216, 0.1];false
0.3565346534653465;0.00986367944501004;0.0021457118050749744;-0.005581915297331214;[27 20 20 20 20];[0.26701881466398925, 0.1, 0.2816251743806637, 0.1, 0.25135601095534704];false
0.3565346534653465;0.008573272490180531;0.0016645282986841028;-0.0049231417336754275;[27 20 20 2 20];[0.26274849695080177, 0.16898012191451944, 0.1, 0.2587996525859671, 0.20947172854871163];false
0.3565346534653465;0.009126698910029823;0.0020103662975670088;-0.005155949225618319;[20 27 20 27 27];[0.3184291191031739, 0.28513433116003384, 0.14511783822220703, 0.11607499170050053, 0.13524371981408478];false
0.3565346534653465;0.008195749300409956;0.0016370945578049695;-0.004689999722842436;[27 20 2 27 20];[0.1, 0.16686981136494666, 0.2632681433188706, 0.2332003094580582, 0.2366617358581245];true
0.3565346534653465;0.008749251756417597;0.0016164498396121238;-0.005053519929951951;[20 20 20 2 2];[0.19363387193866738, 0.1, 0.2705656596833069, 0.25725546855248926, 0.1785449998255364];false
0.3565346534653465;0.009410197939924996;0.0018771305851826693;-0.005385874175676214;[2 20 27 20 20];[0.1691461251240402, 0.19420157277844188, 0.16254043004355254, 0.2610128823226497, 0.2130989897313157];false
0.3565346534653465;0.009830126438421469;0.0022085228308759953;-0.00553793079300165;[20 20 20 27 20];[0.18220538717402948, 0.1668394966404579, 0.22817139362584907, 0.20500664849019992, 0.21777707406946345];false
0.3565346534653465;0.00884434279288277;0.0016626855441896785;-0.005098223085774068;[27 20 27 2 27];[0.16375542484947272, 0.17560294967749873, 0.10031235666803177, 0.26983877690701447, 0.2904904918979822];false
0.3565346534653465;0.008195749300409956;0.0016370945578049695;-0.004689999722842436;[27 20 2 27 20];[0.1, 0.16686981136494666, 0.2632681433188706, 0.2332003094580582, 0.2366617358581245];false
0.37633663366336634;0.007348128046092979;0.0010241076982094653;-0.004197349029846089;[21 2 16 15 16];[0.2110953230990449, 0.15121630269454922, 0.18840296269272572, 0.29672466579503676, 0.15256074571864342];false
0.37633663366336634;0.007369320573695239;0.0011115599126129635;-0.004177654560976677;[2 2 17 17 13];[0.3674058800276029, 0.1, 0.1, 0.17447360255137795, 0.25812051742101916];false
0.37633663366336634;0.007361027719814909;0.001157539862446037;-0.004155178672272944;[8 13 2 21 17];[0.287125753775465, 0.1, 0.294910521450759, 0.1, 0.21796372477377607];false
0.37633663366336634;0.007562100840610563;0.001209657458312119;-0.004260966851085304;[8 2 17 2 3];[0.13528597827299313, 0.18246939147222768, 0.11169361845292178, 0.20621584106687002, 0.3643351707349874];false
0.37633663366336634;0.00809944474153305;0.0013467723324395416;-0.00454448720706079;[17 17 9 2 8];[0.22344452731453202, 0.2435596650804972, 0.3329958076049708, 0.1, 0.1];false
0.37633663366336634;0.007867156924529698;0.0013772352286794691;-0.004388153501326921;[17 9 8 8 17];[0.26529118879217306, 0.16606335210169315, 0.1, 0.19644908848796352, 0.27219637061817026];false
0.37633663366336634;0.00996546153053435;0.0016313848180822374;-0.005601143414584682;[8 17 8 8 8];[0.19142258707250412, 0.2398769251908405, 0.3687004877366554, 0.1, 0.1];false
0.37633663366336634;0.007649953916121921;0.0012144244426498842;-0.004313963605063344;[21 17 2 8 17];[0.2307220589802875, 0.26422790458591994, 0.22238097768823273, 0.18266905874555991, 0.1];false
0.37633663366336634;0.008808014856638645;0.001437599333712394;-0.004952214902428318;[8 17 13 8 8];[0.1, 0.1800274182114639, 0.17539980964156127, 0.26899009315347094, 0.27558267899350397];false
0.37633663366336634;0.00714303438566375;0.001184766562099098;-0.0040089778111640885;[17 21 8 2 17];[0.1, 0.23495906881237055, 0.15561431171150245, 0.340342261255154, 0.16908435822097306];false
0.37633663366336634;0.00714303438566375;0.001184766562099098;-0.0040089778111640885;[17 21 8 2 17];[0.1, 0.23495906881237055, 0.15561431171150245, 0.340342261255154, 0.16908435822097306];true
0.38623762376237625;0.007865;0.0014482009432146786;-0.004267891398071241;[2 9 9 2 2];[0.24286749191938434, 0.1, 0.1, 0.2992009275990598, 0.25793158048155596];true
0.38623762376237625;0.007717683301809064;0.001263143494245851;-0.004248950100679339;[4 2 21 2 13];[0.1, 0.1, 0.2458314692426007, 0.3597766428537873, 0.194391887903612];false
