lambda;Return;Risk;E[x,lambda];Stocks;Investment;Pareto
0.1486138613861386;0.002295247306869985;9.301699425908139e-5;-0.0019403181270685264;[40 38 43 4 18];[0.2496190654562246, 0.18097279812092115, 0.1, 0.18007421515587035, 0.28933392126698393];false
0.1486138613861386;0.0023061739020417533;0.00011660084786054246;-0.001946115991189937;[43 4 40 53 48];[0.2689729300258635, 0.19818745509952984, 0.17793826673195468, 0.25490134814265203, 0.1];false
0.1486138613861386;0.002211648706495496;9.332601911336143e-5;-0.0018690975121253082;[43 43 48 38 43];[0.24052731990163087, 0.13483769734852225, 0.19495963996577073, 0.19648039990856198, 0.23319494287551415];false
0.1486138613861386;0.0027276658038140897;0.0001029452009134102;-0.0023069977723194383;[53 43 48 53 18];[0.3181322374404117, 0.21859718979478343, 0.1, 0.17330583451121184, 0.18996473825359306];false
0.1486138613861386;0.0023280909171401114;0.00010233175355123177;-0.001966896419248259;[4 18 48 53 40];[0.3250615634096777, 0.1, 0.2976733177597798, 0.1, 0.17726511883054252];false
0.1486138613861386;0.0033696709770485683;0.00014426169355277887;-0.0028474518742195956;[4 48 43 50 50];[0.3848413632992883, 0.1, 0.1664312823288301, 0.24872735437188168, 0.1];false
0.1486138613861386;0.003943237470455535;0.0001715076824514583;-0.0033317293046621296;[32 38 32 38 43];[0.42884583691740463, 0.2711541630825954, 0.1, 0.1, 0.1];false
0.1486138613861386;0.002763971148448809;0.00012213281118062652;-0.002335056094646454;[18 38 48 32 38];[0.3223665906751585, 0.1705209431956771, 0.2377624231412432, 0.1, 0.16935004298792122];false
0.1486138613861386;0.002574390159471751;0.00013932266979045868;-0.0021710948172219907;[43 48 38 43 4];[0.29401440834533477, 0.1, 0.1, 0.2873761577797079, 0.2186094338749573];false
0.1486138613861386;0.002148895132974618;0.0001452231082864767;-0.0018079573626644295;[43 32 18 48 32];[0.3000412081785281, 0.1, 0.25632121798793295, 0.24363757383353898, 0.1];false
0.1486138613861386;0.0019328480099763381;0.00013040883204216088;-0.0016262194436525987;[43 38 32 43 48];[0.28432597969643103, 0.1, 0.17411200490516326, 0.20113637999068187, 0.24042563540772385];false
0.1486138613861386;0.0019328480099763381;0.00013040883204216088;-0.0016262194436525987;[43 38 32 43 48];[0.28432597969643103, 0.1, 0.17411200490516326, 0.20113637999068187, 0.24042563540772385];true
0.1486138613861386;0.0036552571637835695;0.00014840703016820325;-0.003089979940504202;[48 32 32 18 32];[0.4174574193448572, 0.10793128940573862, 0.20839534774344218, 0.1545179042800719, 0.11169803922588999];false
0.1486138613861386;0.0028270683400352706;0.00012777266609587424;-0.0023879380083320183;[18 38 4 43 48];[0.3297257219541953, 0.17334681570705826, 0.29692746233874645, 0.1, 0.1];false
0.1486138613861386;0.0031546807866248802;0.00015954358683975892;-0.002662141104984244;[50 38 48 18 18];[0.4404748375628149, 0.1932903592272136, 0.16623480320997147, 0.1, 0.1];false
0.1486138613861386;0.0021608800566692366;0.00010237146651148874;-0.0018245295085212892;[43 18 4 48 32];[0.25202706515853, 0.2425835606910626, 0.1, 0.1, 0.3053893741504074];false
0.15851485148514852;0.002440633817850559;0.00013059388791124515;-0.0020330560399372277;[43 56 19 82 41];[0.28465521551790984, 0.1, 0.1, 0.1737667758344099, 0.3415780086476803];true
0.15851485148514852;0.0023092656310696054;0.00011685565477628002;-0.0019246893757587872;[64 19 50 50 56];[0.2637352251107361, 0.20521909734432517, 0.1, 0.2493383306577815, 0.18170734688715728];true
0.15851485148514852;0.0021829895324279097;0.00012663599934038588;-0.001816879584273351;[76 12 12 12 56];[0.2493135601219632, 0.16557589387814747, 0.25897707888055443, 0.2261334671193349, 0.1];true
0.15851485148514852;0.00254013659879403;0.00013334085645000826;-0.002116350717027128;[93 55 39 12 36];[0.2762519411412757, 0.1, 0.20482899649696706, 0.1684961189764928, 0.2504229433852644];true
0.15851485148514852;0.0027381039910884504;0.00011255244066226052;-0.002286232610174303;[58 39 58 41 56];[0.2977818369862371, 0.18568037062676646, 0.19631750730680264, 0.1, 0.2202202850801938];true
0.15851485148514852;0.0025809520353222873;0.00013431462815533758;-0.002150541943418557;[87 56 19 51 12];[0.3603675000449996, 0.18330274792882267, 0.1, 0.2563297520261777, 0.1];true
0.15851485148514852;0.0020648431831499364;0.00013418295227015346;-0.0017162648818818606;[93 76 12 55 12];[0.24082612353043345, 0.15280555082797834, 0.18778437876541537, 0.31858394687617286, 0.1];true
0.15851485148514852;0.0028494303739278423;9.285850491117995e-5;-0.0023830338892722705;[19 87 39 41 87];[0.30988911081325093, 0.21380515602659575, 0.17963578286097986, 0.19666995029917347, 0.1];false
0.15851485148514852;0.0022286816042273593;0.0001131835000150432;-0.0018574612050301228;[55 93 12 93 51];[0.24237972857285037, 0.1, 0.16218317354506212, 0.3954370978820876, 0.1];true
0.15851485148514852;0.001957352978135998;0.00013050352189812264;-0.0016263967151107872;[93 12 39 12 87];[0.27329698102987965, 0.12008537986684217, 0.11976134716483897, 0.15209693466395335, 0.33475935727448575];true
0.15851485148514852;0.0034282496799581093;0.00014610134844516464;-0.0028616619575349764;[39 55 55 93 87];[0.39984250990880676, 0.1, 0.20331553364610233, 0.1, 0.19684195644509095];true
0.15851485148514852;0.0022627812456305226;0.00011668800071799807;-0.0018856000314321085;[93 19 55 19 93];[0.258426364279411, 0.281473729309149, 0.20790064571941996, 0.1, 0.15219926069202006];true
0.15851485148514852;0.0028312291775078506;9.167599636864152e-5;-0.002367905297965646;[19 41 51 19 51];[0.30790964410090815, 0.28587835982249643, 0.1, 0.1, 0.2062119960765954];false
0.15851485148514852;0.002991105088882105;9.67021590582533e-5;-0.002501641781560074;[39 39 19 93 41];[0.32529691015574824, 0.1, 0.1, 0.1769314701941967, 0.2977716196500551];false
0.15851485148514852;0.0023850369018348617;0.00014294508595161378;-0.001984314212483758;[55 39 39 41 76];[0.2723888649879924, 0.1, 0.1626780555388882, 0.2762606268032001, 0.18867245266991922];true
0.15851485148514852;0.00204271183597132;0.00010485598756005925;-0.0017022904413699599;[55 41 76 19 93];[0.23329280904195066, 0.29363862330430446, 0.2040939232965972, 0.16897464435714776, 0.1];true
0.15851485148514852;0.002440633817850559;0.00013059388791124515;-0.0020330560399372277;[43 56 19 82 41];[0.28465521551790984, 0.1, 0.1, 0.1737667758344099, 0.3415780086476803];false
0.15851485148514852;0.0023092656310696054;0.00011685565477628002;-0.0019246893757587872;[64 19 50 50 56];[0.2637352251107361, 0.20521909734432517, 0.1, 0.2493383306577815, 0.18170734688715728];false
0.15851485148514852;0.0021829895324279097;0.00012663599934038588;-0.001816879584273351;[76 12 12 12 56];[0.2493135601219632, 0.16557589387814747, 0.25897707888055443, 0.2261334671193349, 0.1];false
0.15851485148514852;0.00254013659879403;0.00013334085645000826;-0.002116350717027128;[93 55 39 12 36];[0.2762519411412757, 0.1, 0.20482899649696706, 0.1684961189764928, 0.2504229433852644];false
0.15851485148514852;0.0027381039910884504;0.00011255244066226052;-0.002286232610174303;[58 39 58 41 56];[0.2977818369862371, 0.18568037062676646, 0.19631750730680264, 0.1, 0.2202202850801938];false
0.15851485148514852;0.0025809520353222873;0.00013431462815533758;-0.002150541943418557;[87 56 19 51 12];[0.3603675000449996, 0.18330274792882267, 0.1, 0.2563297520261777, 0.1];false
0.15851485148514852;0.0020648431831499364;0.00013418295227015346;-0.0017162648818818606;[93 76 12 55 12];[0.24082612353043345, 0.15280555082797834, 0.18778437876541537, 0.31858394687617286, 0.1];false
0.15851485148514852;0.0022286816042273593;0.0001131835000150432;-0.0018574612050301228;[55 93 12 93 51];[0.24237972857285037, 0.1, 0.16218317354506212, 0.3954370978820876, 0.1];false
0.15851485148514852;0.0019158943186776644;9.596158637780804e-5;-0.001596985278678277;[55 41 12 39 39];[0.22345396765543088, 0.31010429138202456, 0.1, 0.19134496383177538, 0.17509677713076924];false
0.15851485148514852;0.0019158943186776644;9.596158637780804e-5;-0.001596985278678277;[55 41 12 39 39];[0.22345396765543088, 0.31010429138202456, 0.1, 0.19134496383177538, 0.17509677713076924];true
0.15851485148514852;0.001957352978135998;0.00013050352189812264;-0.0016263967151107872;[93 12 39 12 87];[0.27329698102987965, 0.12008537986684217, 0.11976134716483897, 0.15209693466395335, 0.33475935727448575];false
0.15851485148514852;0.0034282496799581093;0.00014610134844516464;-0.0028616619575349764;[39 55 55 93 87];[0.39984250990880676, 0.1, 0.20331553364610233, 0.1, 0.19684195644509095];false
0.15851485148514852;0.0022627812456305226;0.00011668800071799807;-0.0018856000314321085;[93 19 55 19 93];[0.258426364279411, 0.281473729309149, 0.20790064571941996, 0.1, 0.15219926069202006];false
0.15851485148514852;0.0023850369018348617;0.00014294508595161378;-0.001984314212483758;[55 39 39 41 76];[0.2723888649879924, 0.1, 0.1626780555388882, 0.2762606268032001, 0.18867245266991922];false
0.15851485148514852;0.00204271183597132;0.00010485598756005925;-0.0017022904413699599;[55 41 76 19 93];[0.23329280904195066, 0.29363862330430446, 0.2040939232965972, 0.16897464435714776, 0.1];false
0.16841584158415843;0.00197838815258449;0.00011412219025885692;-0.0016259762621709717;[40 76 20 39 41];[0.2762340341503058, 0.15756349947994758, 0.23033310136451196, 0.1796322921484216, 0.15623707285681307];true
0.16841584158415843;0.0022560852362999997;0.00010125280901303388;-0.00185907216550025;[39 82 64 40 67];[0.3318748508826125, 0.1, 0.3078217954465923, 0.1, 0.16030335367079523];true
0.16841584158415843;0.0021153693426360027;9.181189604644273e-5;-0.0017436450567945333;[67 4 75 32 9];[0.23005648098270828, 0.1, 0.1, 0.380290006597618, 0.18965351241967368];true
0.16841584158415843;0.002896117544696549;0.0001383638758991551;-0.002385062802475431;[75 53 60 32 82];[0.33777904650064716, 0.1588299823127623, 0.2224639917770765, 0.18092697940951402, 0.1];true
0.16841584158415843;0.0023510157941787234;0.00014235966689112218;-0.0019310918675173564;[10 60 75 53 10];[0.34583933424223645, 0.22240572470702508, 0.16923795429334135, 0.1, 0.16251698675739712];true
0.16841584158415843;0.0025545807042681203;0.00011124456973316776;-0.0021056134972308738;[10 9 47 64 4];[0.2979450319883509, 0.22700502427990077, 0.1, 0.2031936416508956, 0.17185630208085273];true
0.16841584158415843;0.0024127441637873887;0.00010278408551171832;-0.001989089356652955;[40 40 64 40 47];[0.2623974076984653, 0.1, 0.23614315206377665, 0.1760946718373418, 0.2253647684004162];true
0.16841584158415843;0.002268966701574979;0.00011281275209755867;-0.0018678373104168615;[64 82 47 36 47];[0.25913278912459786, 0.17697642089716528, 0.18784424722589596, 0.19910659204848863, 0.17693995070385227];true
0.16841584158415843;0.002151615454076531;9.418420533149382e-5;-0.0017733872144079122;[40 47 64 82 32];[0.25094651901988935, 0.24500620009089, 0.16306204154202836, 0.24098523934719232, 0.1];true
0.16841584158415843;0.0022882692025004443;0.00011966323177607077;-0.0018827352351039738;[64 41 36 47 82];[0.2668846748892517, 0.375910437204814, 0.1, 0.1, 0.1572048879059343];true
0.16841584158415843;0.0021469219992535653;0.00015096537637238977;-0.0017599213630219068;[64 82 47 64 41];[0.2997657077985989, 0.1, 0.30658975666337474, 0.1, 0.19364453553802635];true
0.16841584158415843;0.0039620495229448155;0.00012321364301589316;-0.003274026488756779;[47 82 82 40 82];[0.45249537722074185, 0.15918267009850803, 0.148485055480423, 0.11049609203903969, 0.12934080516128743];false
0.16841584158415843;0.0019480686516794511;0.00013146817195565857;-0.0015978417074216965;[82 47 9 47 36];[0.21186173482103873, 0.2842659322467343, 0.1, 0.23651871554505288, 0.16735361738717414];true
0.16841584158415843;0.00238631171529312;0.00010783699436373105;-0.001966257561320219;[47 82 40 47 36];[0.42363069683882837, 0.1, 0.2133759308025947, 0.1, 0.16299337235857692];true
0.16841584158415843;0.00197838815258449;0.00011412219025885692;-0.0016259762621709717;[40 76 20 39 41];[0.2762340341503058, 0.15756349947994758, 0.23033310136451196, 0.1796322921484216, 0.15623707285681307];false
0.16841584158415843;0.0019166178928078374;0.00012768104364829812;-0.0015723255669749775;[82 4 9 76 83];[0.20844131515039016, 0.22063562207738557, 0.2247966731563486, 0.1, 0.2461263896158757];false
0.16841584158415843;0.0019166178928078374;0.00012768104364829812;-0.0015723255669749775;[82 4 9 76 83];[0.20844131515039016, 0.22063562207738557, 0.2247966731563486, 0.1, 0.2461263896158757];true
0.16841584158415843;0.0022560852362999997;0.00010125280901303388;-0.00185907216550025;[39 82 64 40 67];[0.3318748508826125, 0.1, 0.3078217954465923, 0.1, 0.16030335367079523];false
0.16841584158415843;0.0021153693426360027;9.181189604644273e-5;-0.0017436450567945333;[67 4 75 32 9];[0.23005648098270828, 0.1, 0.1, 0.380290006597618, 0.18965351241967368];false
0.16841584158415843;0.002896117544696549;0.0001383638758991551;-0.002385062802475431;[75 53 60 32 82];[0.33777904650064716, 0.1588299823127623, 0.2224639917770765, 0.18092697940951402, 0.1];false
0.16841584158415843;0.0023510157941787234;0.00014235966689112218;-0.0019310918675173564;[10 60 75 53 10];[0.34583933424223645, 0.22240572470702508, 0.16923795429334135, 0.1, 0.16251698675739712];false
0.16841584158415843;0.0025545807042681203;0.00011124456973316776;-0.0021056134972308738;[10 9 47 64 4];[0.2979450319883509, 0.22700502427990077, 0.1, 0.2031936416508956, 0.17185630208085273];false
0.16841584158415843;0.0024127441637873887;0.00010278408551171832;-0.001989089356652955;[40 40 64 40 47];[0.2623974076984653, 0.1, 0.23614315206377665, 0.1760946718373418, 0.2253647684004162];false
0.16841584158415843;0.002268966701574979;0.00011281275209755867;-0.0018678373104168615;[64 82 47 36 47];[0.25913278912459786, 0.17697642089716528, 0.18784424722589596, 0.19910659204848863, 0.17693995070385227];false
0.16841584158415843;0.002151615454076531;9.418420533149382e-5;-0.0017733872144079122;[40 47 64 82 32];[0.25094651901988935, 0.24500620009089, 0.16306204154202836, 0.24098523934719232, 0.1];false
0.16841584158415843;0.0022882692025004443;0.00011966323177607077;-0.0018827352351039738;[64 41 36 47 82];[0.2668846748892517, 0.375910437204814, 0.1, 0.1, 0.1572048879059343];false
0.16841584158415843;0.0021469219992535653;0.00015096537637238977;-0.0017599213630219068;[64 82 47 64 41];[0.2997657077985989, 0.1, 0.30658975666337474, 0.1, 0.19364453553802635];false
0.16841584158415843;0.0019480686516794511;0.00013146817195565857;-0.0015978417074216965;[82 47 9 47 36];[0.21186173482103873, 0.2842659322467343, 0.1, 0.23651871554505288, 0.16735361738717414];false
0.16841584158415843;0.00238631171529312;0.00010783699436373105;-0.001966257561320219;[47 82 40 47 36];[0.42363069683882837, 0.1, 0.2133759308025947, 0.1, 0.16299337235857692];false
0.1783168316831683;0.002512791148766029;9.22173917031688e-5;-0.002048274279321967;[66 41 16 82 4];[0.2732779933405143, 0.27130957081719664, 0.1528011437674286, 0.1, 0.20261129207486048];false
0.1783168316831683;0.002431367790525013;0.00010232677304487652;-0.0019795674034963624;[58 82 96 81 53];[0.28357450321028843, 0.1596356033858389, 0.23042227610640106, 0.22636761729747165, 0.1];true
0.1783168316831683;0.003035867691019509;0.00014599703711360289;-0.002468487653854387;[28 58 40 98 53];[0.35407834045014097, 0.1, 0.1, 0.1, 0.34592165954985904];true
0.1783168316831683;0.002168047535432337;0.0001174504565388016;-0.0017605047746858007;[98 28 53 58 81];[0.25286302022770435, 0.1, 0.2334879734262442, 0.16654619779638408, 0.24710280854966737];true
0.1783168316831683;0.0021834172479305303;0.00011912161766983477;-0.0017728358125893167;[98 58 33 22 58];[0.2546556155738897, 0.1, 0.1, 0.1, 0.44534438442611035];true
0.1783168316831683;0.0021130756641299588;9.717173875608737e-5;-0.001718951350011368;[98 98 59 58 33];[0.22980703253180626, 0.22899105992952493, 0.19425389258816106, 0.24694801495050778, 0.1];true
0.1783168316831683;0.002398271851613018;0.0001380380002031559;-0.0019460051146703516;[98 53 98 98 59];[0.2739003941997508, 0.1, 0.15843407365182716, 0.19163190582704667, 0.2760336263213754];true
0.1783168316831683;0.002229654810920583;0.00014976507668918094;-0.0018053641953180895;[58 53 59 82 22];[0.34349943166239144, 0.2056539791851405, 0.1, 0.25084658915246805, 0.1];true
0.1783168316831683;0.002713371197368745;9.725856225034487e-5;-0.002212188603599044;[33 53 46 58 59];[0.2950920279900756, 0.20989810369327008, 0.1, 0.1, 0.2950098683166543];false
0.1783168316831683;0.0030037199517493076;0.00013544841239483173;-0.0024439533949350903;[58 58 98 59 58];[0.3266688365143347, 0.1, 0.1642421640869641, 0.1, 0.30908899939870116];true
0.1783168316831683;0.002592969871195294;0.00014632037930051997;-0.002104508312666288;[98 58 59 53 59];[0.28199781089671494, 0.1, 0.20878818495261198, 0.21797102401440543, 0.19124298013626767];true
0.1783168316831683;0.0035473259501742835;0.0001535938693874497;-0.0028873896536365925;[59 98 59 58 53];[0.4137305750144954, 0.1, 0.1, 0.18989633878734435, 0.19637308619816024];true
0.1783168316831683;0.003876196203024395;0.00017584849091030363;-0.0031536484313633667;[59 98 58 46 53];[0.44269029271635396, 0.1, 0.2573097072836461, 0.1, 0.1];true
0.1783168316831683;0.002000021598115739;9.583892481745393e-5;-0.001626294390016464;[98 58 59 59 53];[0.22841726794378017, 0.1, 0.2709543594507735, 0.30062837260544634, 0.1];true
0.1783168316831683;0.0022332828021114784;0.00012462482234249826;-0.0018128281851172595;[98 53 51 58 59];[0.26047151879070196, 0.15913911345740261, 0.19662734386609465, 0.28376202388580085, 0.1];true
0.1783168316831683;0.003140324852052726;0.0001480485617517199;-0.0025539525235119534;[58 51 59 98 51];[0.3415252693912698, 0.18550902220349774, 0.1544099195313404, 0.1, 0.21855578887389215];true
0.1783168316831683;0.002431367790525013;0.00010232677304487652;-0.0019795674034963624;[58 82 96 81 53];[0.28357450321028843, 0.1596356033858389, 0.23042227610640106, 0.22636761729747165, 0.1];false
0.1783168316831683;0.003035867691019509;0.00014599703711360289;-0.002468487653854387;[28 58 40 98 53];[0.35407834045014097, 0.1, 0.1, 0.1, 0.34592165954985904];false
0.1783168316831683;0.002168047535432337;0.0001174504565388016;-0.0017605047746858007;[98 28 53 58 81];[0.25286302022770435, 0.1, 0.2334879734262442, 0.16654619779638408, 0.24710280854966737];false
0.1783168316831683;0.0021834172479305303;0.00011912161766983477;-0.0017728358125893167;[98 58 33 22 58];[0.2546556155738897, 0.1, 0.1, 0.1, 0.44534438442611035];false
0.1783168316831683;0.0021130756641299588;9.717173875608737e-5;-0.001718951350011368;[98 98 59 58 33];[0.22980703253180626, 0.22899105992952493, 0.19425389258816106, 0.24694801495050778, 0.1];false
0.1783168316831683;0.002398271851613018;0.0001380380002031559;-0.0019460051146703516;[98 53 98 98 59];[0.2739003941997508, 0.1, 0.15843407365182716, 0.19163190582704667, 0.2760336263213754];false
0.1783168316831683;0.002229654810920583;0.00014976507668918094;-0.0018053641953180895;[58 53 59 82 22];[0.34349943166239144, 0.2056539791851405, 0.1, 0.25084658915246805, 0.1];false
0.1783168316831683;0.0030037199517493076;0.00013544841239483173;-0.0024439533949350903;[58 58 98 59 58];[0.3266688365143347, 0.1, 0.1642421640869641, 0.1, 0.30908899939870116];false
0.1783168316831683;0.002592969871195294;0.00014632037930051997;-0.002104508312666288;[98 58 59 53 59];[0.28199781089671494, 0.1, 0.20878818495261198, 0.21797102401440543, 0.19124298013626767];false
0.1783168316831683;0.0035473259501742835;0.0001535938693874497;-0.0028873896536365925;[59 98 59 58 53];[0.4137305750144954, 0.1, 0.1, 0.18989633878734435, 0.19637308619816024];false
0.1783168316831683;0.003876196203024395;0.00017584849091030363;-0.0031536484313633667;[59 98 58 46 53];[0.44269029271635396, 0.1, 0.2573097072836461, 0.1, 0.1];false
0.1783168316831683;0.002000021598115739;9.583892481745393e-5;-0.001626294390016464;[98 58 59 59 53];[0.22841726794378017, 0.1, 0.2709543594507735, 0.30062837260544634, 0.1];false
0.1783168316831683;0.0022332828021114784;0.00012462482234249826;-0.0018128281851172595;[98 53 51 58 59];[0.26047151879070196, 0.15913911345740261, 0.19662734386609465, 0.28376202388580085, 0.1];false
0.1783168316831683;0.003140324852052726;0.0001480485617517199;-0.0025539525235119534;[58 51 59 98 51];[0.3415252693912698, 0.18550902220349774, 0.1544099195313404, 0.1, 0.21855578887389215];false
0.18821782178217822;0.0022897427907329153;9.277274529206436e-5;-0.001841310906180095;[25 29 25 98 43];[0.24902042313571673, 0.27121904718215967, 0.1, 0.2797605296821236, 0.1];true
0.18821782178217822;0.0024676434971978843;0.0001335003597723385;-0.0019780618662968556;[43 72 13 93 25];[0.2878053997198372, 0.19449577197974746, 0.1, 0.15956246850215935, 0.258136359798256];true
0.18821782178217822;0.0019628481381370366;0.00014767966872612434;-0.001565609191518535;[82 27 47 25 27];[0.2241717837068338, 0.1, 0.22348510097844604, 0.16446089842913814, 0.287882216885582];true
0.18821782178217822;0.001976487209793853;0.00014207030559156212;-0.001577736928927747;[34 59 33 2 47];[0.2149523882320667, 0.22567739371496823, 0.12814983736281185, 0.3165172556270878, 0.11470312506306532];true
0.18821782178217822;0.002293888206864104;0.00011991832536539902;-0.001839566799164274;[93 93 34 64 82];[0.2619790094636939, 0.1, 0.18295912315553475, 0.1, 0.3550618673807714];true
0.18821782178217822;0.0029942743345169253;0.00014500324560867472;-0.0024034063464160576;[88 2 64 25 43];[0.34196828854693073, 0.12359250979331302, 0.1921284150342996, 0.12470208787299529, 0.2176086987524613];true
0.18821782178217822;0.0019685992644107976;0.00012677963828407649;-0.0015742116115372378;[2 43 72 47 88];[0.28958506390273575, 0.1, 0.27852495152034207, 0.16114545530158111, 0.17074452927534106];true
0.18821782178217822;0.0019384874570001368;0.00011058820926399534;-0.0015528148984290363;[88 43 64 59 25];[0.2986423443229297, 0.1, 0.19151785735101354, 0.21436009001790093, 0.1954797083081559];true
0.18821782178217822;0.003011053716676945;0.0001467828925092451;-0.002416692588551901;[88 2 64 43 88];[0.3438846181677644, 0.15602418596112255, 0.23188606422453112, 0.1, 0.1682051316465819];true
0.18821782178217822;0.003125667297148527;0.00011434380494128249;-0.0025158394649631086;[59 2 43 93 2];[0.356974337271417, 0.12105382706001719, 0.2380856173308958, 0.17520983657418168, 0.10867638176348826];true
0.18821782178217822;0.004689597478678449;0.00015653021183998075;-0.0037774698806907724;[47 2 2 64 2];[0.5100160390079879, 0.1, 0.1, 0.18998396099201215, 0.1];false
0.18821782178217822;0.002457342564709337;0.0001286017374953047;-0.001970621760898345;[59 47 27 64 25];[0.3785768856430961, 0.1, 0.1, 0.1, 0.32142311435690385];true
0.18821782178217822;0.002458803816332635;0.00014150950167027135;-0.0019693785076669397;[27 2 2 72 25];[0.34331245690207135, 0.1, 0.2006475673709003, 0.20127120326573444, 0.15476877246129386];true
0.18821782178217822;0.0023252333898242904;9.667781493022744e-5;-0.001869386538315544;[2 64 47 47 47];[0.2528801946519076, 0.24200651304309848, 0.30511329230499395, 0.1, 0.1];true
0.18821782178217822;0.0025016060220622704;0.00011190037762421099;-0.0020096975402994982;[2 64 75 47 64];[0.27206155759241657, 0.1, 0.22393720155333102, 0.18739111522082216, 0.21661012563343035];true
0.18821782178217822;0.002248100559344368;0.00010624402664443284;-0.0018049709496448917;[43 25 75 25 2];[0.2567497212590644, 0.20550859104309266, 0.20401886879114342, 0.1, 0.23372281890669946];true
0.18821782178217822;0.002236809396029743;9.537598806641647e-5;-0.0017978505430429315;[43 75 25 47 72];[0.24326366460356097, 0.10025053394510341, 0.25055712235435984, 0.246587392878567, 0.15934128621840882];true
0.18821782178217822;0.0021759626878275836;9.710150734047694e-5;-0.0017481314962419913;[2 25 72 43 2];[0.25378617772656675, 0.2094197775350733, 0.23212629842869684, 0.2046677463096631, 0.1];true
0.18821782178217822;0.002499454593286047;0.00011919579995064349;-0.0020065779202619928;[43 2 25 47 75];[0.2718275794764597, 0.3074729497857326, 0.22069947073780777, 0.1, 0.1];true
0.18821782178217822;0.0030813505042787664;9.682323468420782e-5;-0.002483161565885834;[72 75 47 47 43];[0.3351115284696864, 0.1, 0.1, 0.23598489029888886, 0.22890358123142468];false
0.18821782178217822;0.002552559718526529;0.00010951763070765611;-0.0020515093184379956;[72 2 75 64 64];[0.3564032000176667, 0.17169869574831603, 0.1, 0.1, 0.2718981042340174];true
0.18821782178217822;0.0030991298891174155;0.0001584418508626298;-0.0024859968319191914;[75 47 75 75 43];[0.3614567167153505, 0.23966199041133396, 0.1, 0.1, 0.1988812928733156];true
0.18821782178217822;0.0022897427907329153;9.277274529206436e-5;-0.001841310906180095;[25 29 25 98 43];[0.24902042313571673, 0.27121904718215967, 0.1, 0.2797605296821236, 0.1];false
0.18821782178217822;0.0024676434971978843;0.0001335003597723385;-0.0019780618662968556;[43 72 13 93 25];[0.2878053997198372, 0.19449577197974746, 0.1, 0.15956246850215935, 0.258136359798256];false
0.18821782178217822;0.0019628481381370366;0.00014767966872612434;-0.001565609191518535;[82 27 47 25 27];[0.2241717837068338, 0.1, 0.22348510097844604, 0.16446089842913814, 0.287882216885582];false
0.18821782178217822;0.001976487209793853;0.00014207030559156212;-0.001577736928927747;[34 59 33 2 47];[0.2149523882320667, 0.22567739371496823, 0.12814983736281185, 0.3165172556270878, 0.11470312506306532];false
0.18821782178217822;0.002293888206864104;0.00011991832536539902;-0.001839566799164274;[93 93 34 64 82];[0.2619790094636939, 0.1, 0.18295912315553475, 0.1, 0.3550618673807714];false
0.18821782178217822;0.0029942743345169253;0.00014500324560867472;-0.0024034063464160576;[88 2 64 25 43];[0.34196828854693073, 0.12359250979331302, 0.1921284150342996, 0.12470208787299529, 0.2176086987524613];false
0.18821782178217822;0.0019685992644107976;0.00012677963828407649;-0.0015742116115372378;[2 43 72 47 88];[0.28958506390273575, 0.1, 0.27852495152034207, 0.16114545530158111, 0.17074452927534106];false
0.18821782178217822;0.0019384874570001368;0.00011058820926399534;-0.0015528148984290363;[88 43 64 59 25];[0.2986423443229297, 0.1, 0.19151785735101354, 0.21436009001790093, 0.1954797083081559];false
0.18821782178217822;0.003011053716676945;0.0001467828925092451;-0.002416692588551901;[88 2 64 43 88];[0.3438846181677644, 0.15602418596112255, 0.23188606422453112, 0.1, 0.1682051316465819];false
0.18821782178217822;0.003125667297148527;0.00011434380494128249;-0.0025158394649631086;[59 2 43 93 2];[0.356974337271417, 0.12105382706001719, 0.2380856173308958, 0.17520983657418168, 0.10867638176348826];false
0.18821782178217822;0.002457342564709337;0.0001286017374953047;-0.001970621760898345;[59 47 27 64 25];[0.3785768856430961, 0.1, 0.1, 0.1, 0.32142311435690385];false
0.18821782178217822;0.002458803816332635;0.00014150950167027135;-0.0019693785076669397;[27 2 2 72 25];[0.34331245690207135, 0.1, 0.2006475673709003, 0.20127120326573444, 0.15476877246129386];false
0.18821782178217822;0.0030514080918956467;0.0001664923609516676;-0.0024457418779488403;[2 64 64 64 25];[0.3318551486564053, 0.1, 0.2576947431473321, 0.1, 0.2104501081962626];false
0.18821782178217822;0.0030514080918956467;0.0001664923609516676;-0.0024457418779488403;[2 64 64 64 25];[0.3318551486564053, 0.1, 0.2576947431473321, 0.1, 0.2104501081962626];true
0.18821782178217822;0.0023252333898242904;9.667781493022744e-5;-0.001869386538315544;[2 64 47 47 47];[0.2528801946519076, 0.24200651304309848, 0.30511329230499395, 0.1, 0.1];false
0.18821782178217822;0.0025016060220622704;0.00011190037762421099;-0.0020096975402994982;[2 64 75 47 64];[0.27206155759241657, 0.1, 0.22393720155333102, 0.18739111522082216, 0.21661012563343035];false
0.18821782178217822;0.002248100559344368;0.00010624402664443284;-0.0018049709496448917;[43 25 75 25 2];[0.2567497212590644, 0.20550859104309266, 0.20401886879114342, 0.1, 0.23372281890669946];false
0.18821782178217822;0.002236809396029743;9.537598806641647e-5;-0.0017978505430429315;[43 75 25 47 72];[0.24326366460356097, 0.10025053394510341, 0.25055712235435984, 0.246587392878567, 0.15934128621840882];false
